Year,Total_A,Total_B,Total_A_H1,Total_A_H3,Weighted_ILI,Percent_Positive,State
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Idaho
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Idaho
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Idaho
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Idaho
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Idaho
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Idaho
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Idaho
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Idaho
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Idaho
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Idaho
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Idaho
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Idaho
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Idaho
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Idaho
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Idaho
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Idaho
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Idaho
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Idaho
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Idaho
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Idaho
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Idaho
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Idaho
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Idaho
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Illinois
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Illinois
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Illinois
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Illinois
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Illinois
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Illinois
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Illinois
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Illinois
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Illinois
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Illinois
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Illinois
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Illinois
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Illinois
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Illinois
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Illinois
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Illinois
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Illinois
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Illinois
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Illinois
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Illinois
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Illinois
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Illinois
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Illinois
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Illinois
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Illinois
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Illinois
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Indiana
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Indiana
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Indiana
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Indiana
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Indiana
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Indiana
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Indiana
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Indiana
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Indiana
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Indiana
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Indiana
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Indiana
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Indiana
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Indiana
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Indiana
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Indiana
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Indiana
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Indiana
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Indiana
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Indiana
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Indiana
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Indiana
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Indiana
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Indiana
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Indiana
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Indiana
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Iowa
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Iowa
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Iowa
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Iowa
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Iowa
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Iowa
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Iowa
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Iowa
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Iowa
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Iowa
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Iowa
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Iowa
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Iowa
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Iowa
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Iowa
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Iowa
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Iowa
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Iowa
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Iowa
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Iowa
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Iowa
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Iowa
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Iowa
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Iowa
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Iowa
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Iowa
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Kansas
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Kansas
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Kansas
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Kansas
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Kansas
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Kansas
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Kansas
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Kansas
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Kansas
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Kansas
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Kansas
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Kansas
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Kansas
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Kansas
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Kansas
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Kansas
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Kansas
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Kansas
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Kansas
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Kansas
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Kansas
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Kansas
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Kansas
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Kansas
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Kansas
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Kansas
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Kentucky
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Kentucky
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Kentucky
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Kentucky
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Kentucky
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Kentucky
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Kentucky
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Kentucky
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Kentucky
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Kentucky
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Kentucky
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Kentucky
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Kentucky
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Kentucky
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Kentucky
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Kentucky
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Kentucky
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Kentucky
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Kentucky
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Kentucky
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Kentucky
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Kentucky
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Kentucky
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Kentucky
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Kentucky
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Kentucky
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Louisiana
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Louisiana
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Louisiana
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Louisiana
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Louisiana
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Louisiana
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Louisiana
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Louisiana
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Louisiana
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Louisiana
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Louisiana
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Louisiana
